103.033560,-40.533590,-62.499970,-4.923642,2.757675,2.165958
98.579572,-21.109714,-77.469788,-4.895681,1.906144,2.989529
90.337100,-0.874694,-89.462487,-4.679581,0.981367,3.698214
78.623315,19.393934,-98.017260,-4.283654,0.018873,4.264779
63.887867,38.917303,-102.805170,-3.723103,-0.944344,4.667450
46.697283,56.944972,-103.642447,-3.019479,-1.871278,4.890750
27.712240,72.784420,-100.496660,-2.199817,-2.726292,4.926108
7.662147,85.826800,-93.488867,-1.295615,-3.476538,4.772154
-12.682369,95.570750,-82.888397,-0.341626,-4.093186,4.434806
-32.539480,101.642175,-69.102695,0.625492,-4.552529,3.927038
-51.146097,103.807433,-52.661260,1.568572,-4.836925,3.268353
-67.787325,101.983533,-34.196017,2.451378,-4.935442,2.484065
-81.823420,96.240280,-14.416791,3.239975,-4.844292,1.604317
-92.715147,86.798665,5.916516,3.904060,-4.566975,0.662916
-100.043790,74.021513,26.022430,4.418114,-4.114153,-0.303961
-103.527945,58.399645,45.128415,4.762383,-3.503229,-1.259158
-103.033560,40.533513,62.500047,4.923636,-2.757678,-2.165964
-98.579610,21.109707,77.469750,4.895678,-1.906147,-2.989531
-90.337100,0.874695,89.462410,4.679583,-0.981367,-3.698217
-78.623315,-19.393930,98.017183,4.283654,-0.018873,-4.264778
-63.887943,-38.917227,102.805170,3.723106,0.944347,-4.667450
-46.697360,-56.945010,103.642370,3.019479,1.871275,-4.890750
-27.712317,-72.784497,100.496660,2.199819,2.726292,-4.926106
-7.662155,-85.826800,93.488943,1.295617,3.476537,-4.772154
12.682384,-95.570750,82.888320,0.341626,4.093183,-4.434808
32.539518,-101.642098,69.102618,-0.625492,4.552531,-3.927037
51.146173,-103.807433,52.661260,-1.568572,4.836925,-3.268350
67.787325,-101.983380,34.196055,-2.451375,4.935437,-2.484063
81.823420,-96.240203,14.416799,-3.239975,4.844289,-1.604314
92.715223,-86.798665,-5.916501,-3.904057,4.566974,-0.662916
100.043790,-74.021360,-26.022430,-4.418117,4.114150,0.303961
103.528022,-58.399607,-45.128415,-4.762385,3.503226,1.259158
103.033560,-40.533437,-62.499970,-4.923639,2.757675,2.165961
98.579495,-21.109699,-77.469865,-4.895679,1.906150,2.989533
90.337177,-0.874695,-89.462563,-4.679586,0.981367,3.698217
78.623315,19.393934,-98.017107,-4.283654,0.018873,4.264781
63.887790,38.917150,-102.805170,-3.723100,-0.944350,4.667450
46.697437,56.945048,-103.642293,-3.019479,-1.871272,4.890750
27.712163,72.784343,-100.496660,-2.199814,-2.726292,4.926106
7.662162,85.826800,-93.488790,-1.295617,-3.476538,4.772154
-12.682376,95.570827,-82.888473,-0.341626,-4.093181,4.434811
-32.539480,101.642213,-69.102542,0.625493,-4.552528,3.927038
-51.146250,103.807510,-52.661260,1.568575,-4.836925,3.268350
-67.787325,101.983457,-34.196093,2.451374,-4.935440,2.484067
-81.823420,96.240280,-14.416806,3.239972,-4.844286,1.604319
-92.715185,86.798665,5.916508,3.904058,-4.566975,0.662915
-100.043867,74.021437,26.022430,4.418117,-4.114156,-0.303961
-103.527868,58.399645,45.128415,4.762382,-3.503231,-1.259158
-103.033560,40.533590,62.499970,4.923642,-2.757675,-2.165958
-98.579572,21.109714,77.469788,4.895681,-1.906144,-2.989529
-90.337100,0.874696,89.462487,4.679581,-0.981367,-3.698214
-78.623315,-19.393933,98.017260,4.283654,-0.018873,-4.264779
-63.887867,-38.917303,102.805170,3.723103,0.944344,-4.667450
-46.697283,-56.944972,103.642447,3.019479,1.871278,-4.890750
-27.712240,-72.784420,100.496660,2.199817,2.726292,-4.926108
-7.662147,-85.826800,93.488867,1.295615,3.476537,-4.772154
12.682384,-95.570750,82.888397,0.341626,4.093186,-4.434806
32.539480,-101.642175,69.102695,-0.625493,4.552529,-3.927038
51.146097,-103.807433,52.661260,-1.568572,4.836925,-3.268353
67.787325,-101.983533,34.196017,-2.451378,4.935442,-2.484065
81.823420,-96.240280,14.416791,-3.239975,4.844292,-1.604317
92.715147,-86.798665,-5.916516,-3.904060,4.566975,-0.662916
100.043790,-74.021513,-26.022430,-4.418114,4.114153,0.303961
103.527945,-58.399645,-45.128415,-4.762383,3.503229,1.259158
103.033560,-40.533513,-62.500047,-4.923636,2.757678,2.165964
98.579610,-21.109707,-77.469750,-4.895678,1.906147,2.989531
90.337100,-0.874697,-89.462410,-4.679583,0.981367,3.698217
78.623315,19.393930,-98.017183,-4.283654,0.018873,4.264778
63.887943,38.917227,-102.805170,-3.723106,-0.944347,4.667450
46.697360,56.945010,-103.642370,-3.019479,-1.871275,4.890750
27.712317,72.784497,-100.496660,-2.199819,-2.726292,4.926106
7.662155,85.826800,-93.488943,-1.295617,-3.476538,4.772154
-12.682384,95.570750,-82.888320,-0.341626,-4.093183,4.434808
-32.539518,101.642098,-69.102618,0.625492,-4.552531,3.927038
-51.146173,103.807433,-52.661260,1.568572,-4.836925,3.268350
-67.787325,101.983380,-34.196055,2.451375,-4.935437,2.484063
-81.823420,96.240203,-14.416799,3.239975,-4.844289,1.604314
-92.715223,86.798665,5.916501,3.904057,-4.566974,0.662915
-100.043790,74.021360,26.022430,4.418117,-4.114150,-0.303961
-103.528022,58.399607,45.128415,4.762385,-3.503226,-1.259158
-103.033560,40.533437,62.499970,4.923639,-2.757672,-2.165961
-98.579495,21.109699,77.469865,4.895679,-1.906150,-2.989533
-90.337177,0.874695,89.462563,4.679586,-0.981367,-3.698217
-78.623315,-19.393934,98.017107,4.283654,-0.018873,-4.264781
-63.887790,-38.917380,102.805170,3.723100,0.944350,-4.667450
-46.697437,-56.945048,103.642293,3.019479,1.871272,-4.890750
-27.712163,-72.784343,100.496660,2.199814,2.726292,-4.926106
-7.662151,-85.826800,93.488790,1.295617,3.476538,-4.772154
12.682376,-95.570827,82.888473,0.341626,4.093181,-4.434811
32.539480,-101.642213,69.102542,-0.625493,4.552528,-3.927037
51.146250,-103.807510,52.661260,-1.568575,4.836925,-3.268350
67.787325,-101.983457,34.196093,-2.451374,4.935440,-2.484067
81.823420,-96.240280,14.416806,-3.239972,4.844286,-1.604319
92.715185,-86.798665,-5.916508,-3.904058,4.566975,-0.662916
100.043867,-74.021437,-26.022430,-4.418117,4.114156,0.303961
103.527868,-58.399645,-45.128415,-4.762382,3.503231,1.259158
103.033560,-40.533590,-62.499970,-4.923642,2.757675,2.165958
98.579572,-21.109714,-77.469788,-4.895681,1.906144,2.989529
90.337100,-0.874696,-89.462487,-4.679581,0.981367,3.698214
78.623315,19.393933,-98.017260,-4.283654,0.018873,4.264779
63.887867,38.917303,-102.805170,-3.723103,-0.944344,4.667450
46.697283,56.944972,-103.642447,-3.019479,-1.871278,4.890750
27.712240,72.784420,-100.496660,-2.199817,-2.726292,4.926108
7.662147,85.826800,-93.488867,-1.295615,-3.476537,4.772154
-12.682384,95.570750,-82.888397,-0.341626,-4.093186,4.434806
-32.539480,101.642175,-69.102695,0.625493,-4.552529,3.927037
-51.146097,103.807433,-52.661260,1.568572,-4.836925,3.268353
-67.787325,101.983533,-34.196017,2.451378,-4.935442,2.484065
-81.823420,96.240280,-14.416791,3.239975,-4.844292,1.604317
-92.715147,86.798665,5.916516,3.904060,-4.566975,0.662916
-100.043790,74.021513,26.022430,4.418114,-4.114153,-0.303961
-103.527945,58.399645,45.128415,4.762383,-3.503229,-1.259158
-103.033560,40.533513,62.500047,4.923636,-2.757678,-2.165964
-98.579610,21.109707,77.469750,4.895678,-1.906147,-2.989531
-90.337100,0.874695,89.462410,4.679583,-0.981367,-3.698217
-78.623315,-19.393930,98.017183,4.283654,-0.018873,-4.264778
-63.887943,-38.917227,102.805170,3.723106,0.944347,-4.667450
-46.697360,-56.945010,103.642370,3.019479,1.871275,-4.890750
-27.712317,-72.784497,100.496660,2.199814,2.726292,-4.926106
-7.662155,-85.826800,93.488943,1.295617,3.476538,-4.772154
12.682384,-95.570750,82.888320,0.341626,4.093183,-4.434808
32.539518,-101.642098,69.102618,-0.625492,4.552531,-3.927037
51.146173,-103.807433,52.661260,-1.568572,4.836925,-3.268350
67.787325,-101.983380,34.196055,-2.451375,4.935437,-2.484063
81.823420,-96.240203,14.416799,-3.239969,4.844289,-1.604314
92.715223,-86.798665,-5.916501,-3.904057,4.566974,-0.662916
100.043790,-74.021360,-26.022430,-4.418117,4.114150,0.303961
103.528022,-58.399607,-45.128415,-4.762385,3.503226,1.259158
103.033560,-40.533437,-62.499970,-4.923639,2.757675,2.165961
98.579495,-21.109699,-77.469865,-4.895679,1.906150,2.989533
90.337177,-0.874695,-89.462563,-4.679586,0.981367,3.698217
78.623315,19.393933,-98.017107,-4.283654,0.018873,4.264781
63.887790,38.917150,-102.805170,-3.723100,-0.944350,4.667450
46.697437,56.945048,-103.642293,-3.019479,-1.871272,4.890750
27.712163,72.784343,-100.496660,-2.199814,-2.726292,4.926106
7.662162,85.826800,-93.488790,-1.295617,-3.476538,4.772154
-12.682376,95.570827,-82.888473,-0.341626,-4.093181,4.434811
-32.539480,101.642213,-69.102542,0.625493,-4.552528,3.927038
-51.146250,103.807510,-52.661260,1.568575,-4.836925,3.268350
-67.787325,101.983457,-34.196093,2.451374,-4.935440,2.484067
-81.823420,96.240280,-14.416806,3.239972,-4.844286,1.604319
-92.715185,86.798665,5.916508,3.904058,-4.566975,0.662916
-100.043867,74.021437,26.022430,4.418117,-4.114156,-0.303961
-103.527868,58.399645,45.128415,4.762382,-3.503231,-1.259158
-103.033560,40.533590,62.499970,4.923642,-2.757675,-2.165958
-98.579572,21.109714,77.469788,4.895681,-1.906144,-2.989529
-90.337100,0.874695,89.462487,4.679581,-0.981367,-3.698214
-78.623315,-19.393933,98.017260,4.283654,-0.018873,-4.264779
-63.887867,-38.917303,102.805170,3.723103,0.944344,-4.667450
-46.697283,-56.944972,103.642447,3.019479,1.871278,-4.890750
-27.712240,-72.784420,100.496660,2.199817,2.726292,-4.926108
-7.662147,-85.826800,93.488867,1.295615,3.476538,-4.772154
12.682369,-95.570750,82.888397,0.341626,4.093186,-4.434806
32.539480,-101.642175,69.102695,-0.625493,4.552529,-3.927037
51.146097,-103.807433,52.661260,-1.568572,4.836925,-3.268353
67.787325,-101.983533,34.196017,-2.451378,4.935442,-2.484065
81.823420,-96.240280,14.416791,-3.239975,4.844292,-1.604317
92.715147,-86.798665,-5.916516,-3.904060,4.566975,-0.662916
100.043790,-74.021513,-26.022430,-4.418114,4.114153,0.303961
103.527945,-58.399645,-45.128415,-4.762383,3.503229,1.259158
103.033560,-40.533513,-62.500047,-4.923636,2.757678,2.165964
98.579610,-21.109707,-77.469750,-4.895678,1.906147,2.989531
90.337100,-0.874695,-89.462410,-4.679583,0.981367,3.698217
78.623315,19.393930,-98.017183,-4.283654,0.018873,4.264778
63.887943,38.917227,-102.805170,-3.723106,-0.944347,4.667450
46.697360,56.945010,-103.642370,-3.019479,-1.871275,4.890750
27.712317,72.784497,-100.496660,-2.199819,-2.726292,4.926106
7.662155,85.826800,-93.488943,-1.295617,-3.476537,4.772154
-12.682384,95.570750,-82.888320,-0.341626,-4.093183,4.434808
-32.539518,101.642098,-69.102618,0.625492,-4.552531,3.927038
-51.146173,103.807433,-52.661260,1.568572,-4.836925,3.268350
-67.787325,101.983380,-34.196055,2.451375,-4.935437,2.484063
-81.823420,96.240203,-14.416799,3.239975,-4.844289,1.604314
-92.715223,86.798665,5.916501,3.904057,-4.566974,0.662916
-100.043790,74.021360,26.022430,4.418117,-4.114150,-0.303961
-103.528022,58.399607,45.128415,4.762385,-3.503226,-1.259158
-103.033560,40.533437,62.499970,4.923639,-2.757675,-2.165961
-98.579495,21.109699,77.469865,4.895679,-1.906150,-2.989533
-90.337177,0.874695,89.462563,4.679586,-0.981367,-3.698217
-78.623315,-19.393933,98.017107,4.283654,-0.018873,-4.264781
-63.887790,-38.917150,102.805170,3.723100,0.944350,-4.667450
-46.697437,-56.945048,103.642293,3.019479,1.871272,-4.890750
-27.712163,-72.784343,100.496660,2.199814,2.726292,-4.926106
-7.662162,-85.826800,93.488790,1.295617,3.476538,-4.772154
12.682376,-95.570827,82.888473,0.341626,4.093181,-4.434811
32.539480,-101.642213,69.102542,-0.625493,4.552528,-3.927037
51.146250,-103.807510,52.661260,-1.568575,4.836925,-3.268350
67.787325,-101.983457,34.196093,-2.451374,4.935440,-2.484067
81.823420,-96.240280,14.416806,-3.239972,4.844286,-1.604319
92.715185,-86.798665,-5.916508,-3.904058,4.566975,-0.662915
100.043867,-74.021437,-26.022430,-4.418117,4.114156,0.303961
103.527868,-58.399645,-45.128415,-4.762382,3.503231,1.259158
103.033560,-40.533590,-62.499970,-4.923642,2.757675,2.165958
98.579572,-21.109714,-77.469788,-4.895681,1.906144,2.989529
90.337100,-0.874696,-89.462487,-4.679581,0.981367,3.698214
78.623315,19.393933,-98.017260,-4.283654,0.018873,4.264779
63.887867,38.917303,-102.805170,-3.723103,-0.944344,4.667450
46.697283,56.944972,-103.642447,-3.019479,-1.871278,4.890750
27.712240,72.784420,-100.496660,-2.199817,-2.726292,4.926108
7.662147,85.826800,-93.488867,-1.295615,-3.476537,4.772154
-12.682384,95.570750,-82.888397,-0.341626,-4.093186,4.434806
-32.539480,101.642175,-69.102695,0.625493,-4.552529,3.927037
-51.146097,103.807433,-52.661260,1.568572,-4.836925,3.268353
-67.787325,101.983533,-34.196017,2.451378,-4.935442,2.484065
-81.823420,96.240280,-14.416791,3.239975,-4.844292,1.604317
-92.715147,86.798665,5.916516,3.904060,-4.566975,0.662916
-100.043790,74.021513,26.022430,4.418114,-4.114153,-0.303961
-103.527945,58.399645,45.128415,4.762383,-3.503229,-1.259158
-103.033560,40.533513,62.500047,4.923636,-2.757678,-2.165964
-98.579610,21.109707,77.469750,4.895678,-1.906147,-2.989531
-90.337100,0.874697,89.462410,4.679583,-0.981367,-3.698217
-78.623315,-19.393930,98.017183,4.283654,-0.018873,-4.264778
-63.887943,-38.917227,102.805170,3.723106,0.944347,-4.667450
-46.697360,-56.945010,103.642370,3.019479,1.871275,-4.890750
-27.712317,-72.784497,100.496660,2.199819,2.726292,-4.926106
-7.662155,-85.826800,93.488943,1.295617,3.476538,-4.772154
12.682384,-95.570750,82.888320,0.341626,4.093183,-4.434808
32.539518,-101.642098,69.102618,-0.625493,4.552531,-3.927037
51.146173,-103.807433,52.661260,-1.568572,4.836925,-3.268350
67.787325,-101.983380,34.196055,-2.451375,4.935437,-2.484063
81.823420,-96.240203,14.416799,-3.239975,4.844289,-1.604314
92.715223,-86.798665,-5.916501,-3.904057,4.566974,-0.662916
100.043790,-74.021360,-26.022430,-4.418117,4.114150,0.303961
103.528022,-58.399607,-45.128415,-4.762385,3.503226,1.259158
103.033560,-40.533437,-62.499970,-4.923639,2.757675,2.165961
98.579495,-21.109699,-77.469865,-4.895679,1.906150,2.989533
90.337177,-0.874695,-89.462563,-4.679586,0.981367,3.698217
78.623315,19.393933,-98.017107,-4.283654,0.018873,4.264781
63.887790,38.917150,-102.805170,-3.723100,-0.944350,4.667450
46.697437,56.945048,-103.642293,-3.019479,-1.871272,4.890750
27.712163,72.784343,-100.496660,-2.199814,-2.726292,4.926106
7.662151,85.826800,-93.488790,-1.295617,-3.476538,4.772154
-12.682376,95.570827,-82.888473,-0.341626,-4.093181,4.434811
-32.539480,101.642213,-69.102542,0.625493,-4.552528,3.927038
-51.146250,103.807510,-52.661260,1.568575,-4.836925,3.268350
-67.787325,101.983457,-34.196093,2.451374,-4.935440,2.484067
-81.823420,96.240280,-14.416806,3.239972,-4.844286,1.604319
-92.715185,86.798665,5.916508,3.904058,-4.566975,0.662916
-100.043867,74.021437,26.022430,4.418117,-4.114156,-0.303961
-103.527868,58.399645,45.128415,4.762382,-3.503231,-1.259158
-103.033560,40.533590,62.499970,4.923642,-2.757675,-2.165958
-98.579572,21.109714,77.469788,4.895681,-1.906144,-2.989529
-90.337100,0.874696,89.462487,4.679581,-0.981367,-3.698214
-78.623315,-19.393933,98.017260,4.283654,-0.018873,-4.264779
-63.887867,-38.917303,102.805170,3.723103,0.944344,-4.667450
-46.697283,-56.944972,103.642447,3.019479,1.871278,-4.890750
-27.712240,-72.784420,100.496660,2.199817,2.726292,-4.926108
-7.662147,-85.826800,93.488867,1.295615,3.476537,-4.772154
12.682369,-95.570750,82.888397,0.341626,4.093186,-4.434806
32.539480,-101.642175,69.102695,-0.625493,4.552529,-3.927037
51.146097,-103.807433,52.661260,-1.568572,4.836925,-3.268353
67.787325,-101.983533,34.196017,-2.451378,4.935442,-2.484065
81.823420,-96.240280,14.416791,-3.239975,4.844292,-1.604317
92.715147,-86.798665,-5.916516,-3.904060,4.566975,-0.662916
100.043790,-74.021513,-26.022430,-4.418114,4.114153,0.303961
103.527945,-58.399645,-45.128415,-4.762383,3.503229,1.259158
103.033560,-40.533513,-62.500047,-4.923636,2.757678,2.165964
98.579610,-21.109707,-77.469750,-4.895678,1.906147,2.989531
90.337100,-0.874695,-89.462410,-4.679583,0.981367,3.698217
78.623315,19.393930,-98.017183,-4.283654,0.018873,4.264778
63.887943,38.917227,-102.805170,-3.723106,-0.944347,4.667450
46.697360,56.945010,-103.642370,-3.019479,-1.871275,4.890750
27.712317,72.784497,-100.496660,-2.199819,-2.726292,4.926106
7.662155,85.826800,-93.488943,-1.295617,-3.476537,4.772154
-12.682384,95.570750,-82.888320,-0.341626,-4.093183,4.434808
-32.539518,101.642098,-69.102618,0.625492,-4.552531,3.927037
-51.146173,103.807433,-52.661260,1.568572,-4.836925,3.268350
-67.787325,101.983380,-34.196055,2.451375,-4.935437,2.484062
-81.823420,96.240203,-14.416799,3.239975,-4.844289,1.604314
-92.715223,86.798665,5.916501,3.904057,-4.566974,0.662916
-100.043790,74.021360,26.022430,4.418117,-4.114150,-0.303961
-103.528022,58.399607,45.128415,4.762385,-3.503226,-1.259158
-103.033560,40.533437,62.499970,4.923639,-2.757675,-2.165961
-98.579495,21.109699,77.469865,4.895679,-1.906150,-2.989533
-90.337177,0.874695,89.462563,4.679586,-0.981367,-3.698217
-78.623315,-19.393933,98.017107,4.283654,-0.018873,-4.264781
-63.887790,-38.917380,102.805170,3.723100,0.944350,-4.667450
-46.697437,-56.945048,103.642293,3.019479,1.871272,-4.890750
-27.712163,-72.784343,100.496660,2.199814,2.726292,-4.926106
-7.662162,-85.826800,93.488790,1.295617,3.476538,-4.772154
12.682376,-95.570827,82.888473,0.341626,4.093181,-4.434811
32.539480,-101.642213,69.102542,-0.625493,4.552528,-3.927038
51.146250,-103.807510,52.661260,-1.568575,4.836925,-3.268350
67.787325,-101.983457,34.196093,-2.451374,4.935440,-2.484067
81.823420,-96.240280,14.416806,-3.239972,4.844286,-1.604319
92.715185,-86.798665,-5.916508,-3.904058,4.566975,-0.662916
100.043867,-74.021437,-26.022430,-4.418117,4.114156,0.303961
103.527868,-58.399645,-45.128415,-4.762382,3.503231,1.259158
103.033560,-40.533590,-62.499970,-4.923642,2.757675,2.165958
98.579572,-21.109714,-77.469788,-4.895681,1.906144,2.989529
90.337100,-0.874696,-89.462487,-4.679581,0.981367,3.698214
78.623315,19.393933,-98.017260,-4.283654,0.018873,4.264779
63.887867,38.917303,-102.805170,-3.723103,-0.944344,4.667450
46.697283,56.944972,-103.642447,-3.019479,-1.871278,4.890750
27.712240,72.784420,-100.496660,-2.199817,-2.726292,4.926108
7.662147,85.826800,-93.488867,-1.295615,-3.476538,4.772154
-12.682369,95.570750,-82.888397,-0.341626,-4.093186,4.434806
-32.539480,101.642175,-69.102695,0.625493,-4.552529,3.927037
-51.146097,103.807433,-52.661260,1.568572,-4.836925,3.268353
-67.787325,101.983533,-34.196017,2.451378,-4.935442,2.484065
-81.823420,96.240280,-14.416791,3.239975,-4.844292,1.604317
-92.715147,86.798665,5.916516,3.904060,-4.566975,0.662916
-100.043790,74.021513,26.022430,4.418114,-4.114153,-0.303961
-103.527945,58.399645,45.128415,4.762383,-3.503229,-1.259158
-103.033560,40.533513,62.500047,4.923636,-2.757678,-2.165964
-98.579610,21.109707,77.469750,4.895678,-1.906147,-2.989531
-90.337100,0.874695,89.462410,4.679583,-0.981367,-3.698217
-78.623315,-19.393930,98.017183,4.283654,-0.018873,-4.264778
-63.887943,-38.917227,102.805170,3.723106,0.944347,-4.667450
-46.697360,-56.945010,103.642370,3.019479,1.871275,-4.890750
-27.712317,-72.784497,100.496660,2.199819,2.726292,-4.926106
-7.662155,-85.826800,93.488943,1.295617,3.476537,-4.772154
12.682384,-95.570750,82.888320,0.341626,4.093183,-4.434808
32.539518,-101.642098,69.102618,-0.625492,4.552531,-3.927037
